epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,13460.2,0.70794,1.4096,0.66577,1.00602,0.89947,0.78852,0.8449,0.74474,0.89646,0.78353,0.83486,0.67042,0.60207,1.24137,0.53522,0.93152,0.00672797,0.00672797,0.00672797
41,13797.3,0.6968,1.38998,0.65853,0.99898,0.89721,0.79042,0.84466,0.74637,0.89493,0.78615,0.8358,0.67671,0.59856,1.24077,0.52705,0.92946,0.00664407,0.00664407,0.00664407
42,14132.2,0.69854,1.40107,0.66036,0.99972,0.89841,0.78186,0.84527,0.74469,0.89535,0.77896,0.8344,0.6725,0.5968,1.23685,0.52631,0.92891,0.00656017,0.00656017,0.00656017
43,14470.1,0.6929,1.38528,0.65412,0.99731,0.90143,0.78733,0.84969,0.74801,0.89689,0.78165,0.83838,0.6731,0.59393,1.23086,0.52459,0.92606,0.00647627,0.00647627,0.00647627
44,14811.8,0.69292,1.37361,0.64471,0.99848,0.89934,0.78779,0.84742,0.74641,0.89418,0.78319,0.83412,0.65354,0.5913,1.22267,0.52266,0.92339,0.00639237,0.00639237,0.00639237
45,15141.5,0.6888,1.36917,0.64441,0.99471,0.91156,0.77432,0.84713,0.74934,0.90687,0.77035,0.83327,0.67396,0.59021,1.21344,0.52057,0.9257,0.00630847,0.00630847,0.00630847
46,15477.2,0.68765,1.35912,0.63794,0.99391,0.89655,0.79351,0.84709,0.74874,0.89144,0.78969,0.8361,0.67573,0.58725,1.21345,0.51683,0.92348,0.00622458,0.00622458,0.00622458
47,15813,0.68712,1.3504,0.63633,0.9955,0.9073,0.78426,0.84921,0.75089,0.9033,0.78104,0.83913,0.67752,0.58314,1.21195,0.51493,0.92078,0.00614068,0.00614068,0.00614068
48,16149.1,0.6814,1.34791,0.62934,0.99355,0.90391,0.78557,0.84849,0.74919,0.90073,0.78164,0.83794,0.67817,0.57884,1.21451,0.50772,0.91748,0.00605678,0.00605678,0.00605678
49,16490.6,0.67534,1.33627,0.61953,0.99,0.90091,0.79628,0.85245,0.75118,0.89615,0.78861,0.83787,0.6812,0.57469,1.20654,0.5058,0.91741,0.00597288,0.00597288,0.00597288
50,16829.7,0.67928,1.35156,0.62517,0.9926,0.90348,0.79472,0.84948,0.74981,0.89765,0.78934,0.83552,0.67676,0.57333,1.2039,0.50389,0.9182,0.00588898,0.00588898,0.00588898
51,17170.2,0.67233,1.33296,0.6136,0.98808,0.90741,0.79117,0.85162,0.75155,0.90464,0.78411,0.83751,0.67809,0.57458,1.20583,0.502,0.91648,0.00580508,0.00580508,0.00580508
52,17512,0.67183,1.32273,0.60688,0.98696,0.87072,0.82056,0.85314,0.75926,0.91191,0.77728,0.84012,0.68517,0.57363,1.20236,0.50013,0.91683,0.00572119,0.00572119,0.00572119
53,17848.9,0.67122,1.33129,0.61853,0.98614,0.89879,0.79052,0.85369,0.75624,0.89382,0.78517,0.83989,0.68619,0.57106,1.19774,0.49835,0.91552,0.00563729,0.00563729,0.00563729
54,18183.9,0.66504,1.3229,0.60808,0.98509,0.90076,0.79099,0.8489,0.75754,0.89662,0.7874,0.83798,0.68359,0.56814,1.19727,0.49693,0.91393,0.00555339,0.00555339,0.00555339
55,18519.6,0.66425,1.31707,0.60076,0.98326,0.88608,0.80108,0.85232,0.76029,0.88318,0.79709,0.8398,0.68422,0.56635,1.19186,0.49229,0.91305,0.00546949,0.00546949,0.00546949
56,18856.5,0.66314,1.31562,0.60387,0.98376,0.89066,0.80289,0.85602,0.76119,0.88278,0.79689,0.84142,0.68598,0.56739,1.19243,0.49111,0.91313,0.00538559,0.00538559,0.00538559
57,19197.5,0.65772,1.29341,0.59541,0.98089,0.90235,0.79804,0.85903,0.76282,0.8938,0.79227,0.84418,0.68808,0.5645,1.18821,0.48773,0.91133,0.00530169,0.00530169,0.00530169
58,19534.9,0.65488,1.29322,0.59206,0.98011,0.91577,0.7905,0.85682,0.75992,0.88948,0.79943,0.84176,0.68843,0.56597,1.18677,0.48668,0.91248,0.0052178,0.0052178,0.0052178
