epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,5463.59,0.8429,2.54698,0.68468,1.13334,0.64095,0.47426,0.47668,0.37578,0.60916,0.44924,0.42416,0.22275,1.04588,2.9602,1.01855,1.37518,0.00026734,0.00026734,0.00026734
69,5548.12,0.84997,2.52807,0.67903,1.13463,0.65121,0.47078,0.49074,0.38331,0.61131,0.43451,0.42349,0.22365,1.04573,2.97475,1.00048,1.37463,0.00026536,0.00026536,0.00026536
70,5634.45,0.8364,2.52202,0.66697,1.1317,0.704,0.45537,0.47192,0.36819,0.66176,0.4199,0.40803,0.21437,1.05052,3.00414,1.01369,1.37571,0.00026338,0.00026338,0.00026338
71,5718.28,0.8422,2.51537,0.67007,1.13803,0.57616,0.48168,0.45602,0.34616,0.53937,0.44672,0.39816,0.20564,1.05464,2.9902,1.02487,1.38938,0.0002614,0.0002614,0.0002614
72,5799.48,0.84233,2.50941,0.66731,1.13182,0.58323,0.4709,0.46017,0.35921,0.54191,0.43505,0.39649,0.21032,1.05051,3.00243,1.05953,1.3849,0.00025942,0.00025942,0.00025942
73,5879.07,0.84931,2.50393,0.66434,1.13651,0.59303,0.47411,0.46678,0.36588,0.55548,0.43331,0.40399,0.21257,1.04345,2.97153,1.04847,1.37385,0.00025744,0.00025744,0.00025744
74,5959.79,0.83705,2.51439,0.6635,1.12903,0.664,0.44694,0.4708,0.37362,0.63532,0.41885,0.41924,0.22389,1.03711,2.9779,1.01521,1.37457,0.00025546,0.00025546,0.00025546
75,6040.2,0.8421,2.49663,0.66045,1.12775,0.5797,0.48655,0.46489,0.36355,0.54808,0.45173,0.40924,0.2151,1.04873,2.99459,1.03226,1.39642,0.00025348,0.00025348,0.00025348
76,6120.05,0.8323,2.51807,0.66052,1.13456,0.59554,0.47536,0.47157,0.3641,0.55483,0.43458,0.40558,0.21334,1.05723,2.9763,1.0213,1.39364,0.0002515,0.0002515,0.0002515
77,6199.57,0.82976,2.48717,0.64518,1.12253,0.58251,0.48087,0.46141,0.35427,0.54621,0.44166,0.40004,0.20778,1.0491,3.00157,1.05967,1.38613,0.00024952,0.00024952,0.00024952
78,6279.92,0.82585,2.48835,0.64497,1.12185,0.62295,0.44402,0.46788,0.36416,0.5931,0.41471,0.41454,0.21112,1.04793,2.99233,1.02568,1.38869,0.00024754,0.00024754,0.00024754
79,6358.83,0.82186,2.49675,0.63332,1.12159,0.58664,0.48577,0.47107,0.37197,0.55558,0.45188,0.41273,0.21606,1.05155,3.02221,1.03182,1.39711,0.00024556,0.00024556,0.00024556
80,6439.08,0.83288,2.49314,0.64682,1.13003,0.63489,0.47944,0.48318,0.37644,0.59956,0.44494,0.4233,0.21045,1.04852,3.00872,1.00915,1.39244,0.00024358,0.00024358,0.00024358
81,6518.93,0.82111,2.4932,0.64242,1.12112,0.62079,0.45756,0.47208,0.36935,0.55089,0.44133,0.40803,0.2076,1.04931,3.06496,1.00869,1.38884,0.0002416,0.0002416,0.0002416
82,6598.65,0.81946,2.4827,0.62984,1.11927,0.6108,0.48146,0.47544,0.36263,0.57811,0.45031,0.41815,0.21663,1.0704,3.00191,1.01571,1.41042,0.00023962,0.00023962,0.00023962
83,6678.95,0.82426,2.47975,0.6407,1.12397,0.60684,0.45512,0.46395,0.36126,0.57483,0.42529,0.40772,0.20791,1.05623,3.03131,1.02882,1.40268,0.00023764,0.00023764,0.00023764
84,6758.2,0.8118,2.47883,0.62013,1.1166,0.55802,0.46751,0.46359,0.36035,0.52974,0.43165,0.4112,0.21228,1.0457,3.04836,1.02761,1.38855,0.00023566,0.00023566,0.00023566
85,6837.73,0.80935,2.44502,0.62032,1.10797,0.63712,0.468,0.48843,0.3785,0.57667,0.44029,0.41496,0.21659,1.05268,3.03791,1.01239,1.4002,0.00023368,0.00023368,0.00023368
86,6917.53,0.81791,2.46412,0.62382,1.1164,0.66686,0.47148,0.48423,0.37654,0.63479,0.44254,0.42897,0.22327,1.04811,3.01139,1.02801,1.38791,0.0002317,0.0002317,0.0002317
87,6997.23,0.80654,2.4579,0.62292,1.11643,0.6115,0.46844,0.47404,0.36829,0.57475,0.43214,0.4126,0.21561,1.03833,3.02159,1.01357,1.38209,0.00022972,0.00022972,0.00022972
88,7076.7,0.80394,2.44347,0.61228,1.11662,0.61211,0.46909,0.47555,0.37934,0.58118,0.43593,0.41916,0.22062,1.04243,3.04062,1.03079,1.39982,0.00022774,0.00022774,0.00022774
89,7157.54,0.80536,2.44682,0.60916,1.10727,0.60438,0.47994,0.4862,0.37788,0.56786,0.44286,0.42179,0.22468,1.04972,3.03847,1.02243,1.39909,0.00022576,0.00022576,0.00022576
90,7238.05,0.80861,2.43961,0.61455,1.11053,0.6453,0.46403,0.47835,0.37566,0.62454,0.42999,0.42,0.2181,1.04229,3.05678,1.00346,1.39592,0.00022378,0.00022378,0.00022378
91,7318.69,0.80185,2.43375,0.61386,1.1091,0.62649,0.46843,0.46612,0.36702,0.58136,0.43131,0.40307,0.21952,1.04928,3.02824,1.00689,1.4163,0.0002218,0.0002218,0.0002218
92,7399.72,0.79884,2.42637,0.60119,1.10432,0.68357,0.4682,0.47661,0.38036,0.64215,0.43028,0.40599,0.22157,1.05577,3.02912,1.01236,1.41344,0.00021982,0.00021982,0.00021982
93,7479.73,0.80696,2.42832,0.60496,1.11251,0.62174,0.47698,0.47021,0.37159,0.5787,0.43928,0.4032,0.22392,1.04682,3.03753,1.03165,1.40972,0.00021784,0.00021784,0.00021784
94,7559.83,0.79857,2.4202,0.6016,1.10651,0.59982,0.48965,0.46707,0.367,0.56407,0.45089,0.41024,0.22032,1.05508,3.07468,1.03668,1.41918,0.00021586,0.00021586,0.00021586
95,7640.07,0.79253,2.42596,0.59998,1.09934,0.69175,0.45913,0.48023,0.38274,0.65844,0.4247,0.41384,0.22167,1.05625,3.0191,1.01119,1.42233,0.00021388,0.00021388,0.00021388
96,7720.1,0.79506,2.43598,0.59999,1.10352,0.62973,0.47688,0.47648,0.3754,0.58686,0.43867,0.41237,0.21747,1.03707,3.04958,1.02307,1.39206,0.0002119,0.0002119,0.0002119
97,7799.93,0.79544,2.43881,0.60517,1.10436,0.68025,0.47743,0.47601,0.37737,0.57936,0.44785,0.41109,0.21597,1.04887,3.05449,1.03201,1.40674,0.00020992,0.00020992,0.00020992
98,7880.79,0.79224,2.44674,0.58875,1.09936,0.70191,0.45299,0.47065,0.36785,0.66214,0.41831,0.4175,0.21924,1.04511,3.02754,1.01122,1.40712,0.00020794,0.00020794,0.00020794
99,7960.58,0.78566,2.4162,0.58929,1.10144,0.61453,0.46942,0.47706,0.37187,0.57924,0.44142,0.42144,0.22036,1.04977,3.06695,1.00746,1.41661,0.00020596,0.00020596,0.00020596
100,8040.9,0.79437,2.40695,0.5869,1.10242,0.58849,0.48974,0.47046,0.36687,0.5542,0.45687,0.41144,0.21409,1.04525,3.05504,1.01811,1.4089,0.00020398,0.00020398,0.00020398
101,8121.31,0.78848,2.42163,0.59086,1.09769,0.62465,0.4846,0.4775,0.37862,0.5901,0.45053,0.41738,0.21796,1.03717,3.04795,1.02305,1.39774,0.000202,0.000202,0.000202
